questions,answers,sentences,questions_with_answers,entity,image_ids
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,Justin Bieber is featured in 3 / 4 of the Top 4 songs on US iTunes .,Justin Bieber is featured in 3 / 4 of the Top 4 songs on US iTunes . Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,person,O_2046.jpg
 Which word(s) correspond to the organization in the sentence? ,Canes,"# NHLPlayoffs Canes not lucky in lottery , keep No . 13 pick # Hurricanes","# NHLPlayoffs Canes not lucky in lottery , keep No . 13 pick # Hurricanes Which word(s) correspond to the organization in the sentence? Answer: Canes",organization,16_05_02_207.jpg
 Which word(s) correspond to the person in the sentence? ,Richard Wagner,"Richard Wagner was born # onthisday 1813 . He wrote "" the most erotic music ever composed ""","Richard Wagner was born # onthisday 1813 . He wrote "" the most erotic music ever composed "" Which word(s) correspond to the person in the sentence? Answer: Richard Wagner",person,O_1306.jpg
 Which word(s) correspond to the person in the sentence? ,Victor Oladipo,Victor Oladipo ' s Dunk of the Year headlines fan - voted honors at 2017 NBA Awards :,Victor Oladipo ' s Dunk of the Year headlines fan - voted honors at 2017 NBA Awards : Which word(s) correspond to the person in the sentence? Answer: Victor Oladipo,person,17_06_2846.jpg
 Which word(s) correspond to the organization in the sentence? ,WSU Cougars,"WSU Cougars Send Three Players to the NFL # nfl , nflnews","WSU Cougars Send Three Players to the NFL # nfl , nflnews Which word(s) correspond to the organization in the sentence? Answer: WSU Cougars",organization,16_05_06_757.jpg
 Which word(s) correspond to the organization in the sentence? ,Collingswood,Baseball Walks Off Against Collingswood Thursday @ CinnAthletics @ chscoach17,Baseball Walks Off Against Collingswood Thursday @ CinnAthletics @ chscoach17 Which word(s) correspond to the organization in the sentence? Answer: Collingswood,organization,16_05_26_49.jpg
 Which word(s) correspond to the person in the sentence? ,Ryan Reynolds,How to be the most savage dad a guide written by Ryan Reynolds,How to be the most savage dad a guide written by Ryan Reynolds Which word(s) correspond to the person in the sentence? Answer: Ryan Reynolds,person,O_1761.jpg
 Which word(s) correspond to the person in the sentence? ,Blake Shelton,"Blake Shelton says Gwen Stefani "" saved my life ""","Blake Shelton says Gwen Stefani "" saved my life "" Which word(s) correspond to the person in the sentence? Answer: Blake Shelton",person,O_1090.jpg
 Which word(s) correspond to the location in the sentence? ,LA,Private concert tonight somewhere in LA contact us for more info # secretconcert @ fredgretsch,Private concert tonight somewhere in LA contact us for more info # secretconcert @ fredgretsch Which word(s) correspond to the location in the sentence? Answer: LA,location,17_06_8240.jpg
 Which word(s) correspond to the organization in the sentence? ,Syracuse,"It ' s game day , # OrangeNation ! Syracuse basketball hosts Boston College today at 4 p . m","It ' s game day , # OrangeNation ! Syracuse basketball hosts Boston College today at 4 p . m Which word(s) correspond to the organization in the sentence? Answer: Syracuse",organization,17_01_24115.jpg
 Which word(s) correspond to the location in the sentence? ,High Prairie,"Native of High Prairie , and former NHL all - star Tom Lysiak has died of leukemia . . .","Native of High Prairie , and former NHL all - star Tom Lysiak has died of leukemia . . . Which word(s) correspond to the location in the sentence? Answer: High Prairie",location,16_05_30_202.jpg
 Which word(s) correspond to the person in the sentence? ,A Stamps . J .,Safety A . J . Stamps has signed a free agent contract with the Cleveland Browns ! # BBN # NFLCats # WeAreUKStill,Safety A . J . Stamps has signed a free agent contract with the Cleveland Browns ! # BBN # NFLCats # WeAreUKStill Which word(s) correspond to the person in the sentence? Answer: A Stamps . J .,person,16_05_01_105.jpg
 Which word(s) correspond to the organization in the sentence? ,Los Lakers Angeles,Los Angeles Lakers : History of the 28 th pick in # NBA_Draft,Los Angeles Lakers : History of the 28 th pick in # NBA_Draft Which word(s) correspond to the organization in the sentence? Answer: Los Lakers Angeles,organization,17_06_1860.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,MemorialDay,"MT @ CuteOverload ' Man , I ' m late for the parade , as usual . . . ' # MemorialDay","MT @ CuteOverload ' Man , I ' m late for the parade , as usual . . . ' # MemorialDay Which word(s) correspond to the misceallonous entity in the sentence? Answer: MemorialDay",misceallonous entity,16_05_30_840.jpg
 Which word(s) correspond to the organization in the sentence? ,NFL,NFL Officiating Needs To Be Better # cowboys # NFL,NFL Officiating Needs To Be Better # cowboys # NFL Which word(s) correspond to the organization in the sentence? Answer: NFL,organization,17_01_12110.jpg
 Which word(s) correspond to the person in the sentence? ,One Direction,The different types of people in the One Direction fandom # NoControlDay,The different types of people in the One Direction fandom # NoControlDay Which word(s) correspond to the person in the sentence? Answer: One Direction,person,O_1460.jpg
 Which word(s) correspond to the person in the sentence? ,Kim Kardashian,"She Spent $ 10,000 to Get a Butt like Kim Kardashian . The Results ? Judge Yourself . . .","She Spent $ 10,000 to Get a Butt like Kim Kardashian . The Results ? Judge Yourself . . . Which word(s) correspond to the person in the sentence? Answer: Kim Kardashian",person,O_1992.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,MVCBaseball Championship,# MVCBaseball Championship : Here are the lineups for the game ! First pitch just thrown ! # HereWeGo,# MVCBaseball Championship : Here are the lineups for the game ! First pitch just thrown ! # HereWeGo Which word(s) correspond to the misceallonous entity in the sentence? Answer: MVCBaseball Championship,misceallonous entity,16_05_28_57.jpg
 Which word(s) correspond to the organization in the sentence? ,Bulldog,Thanks to our Bulldog football players who helped relocate the Olmsted Falls food pantry tonight !,Thanks to our Bulldog football players who helped relocate the Olmsted Falls food pantry tonight ! Which word(s) correspond to the organization in the sentence? Answer: Bulldog,organization,17_06_1068.jpg
 Which word(s) correspond to the organization in the sentence? ,NBA,NBA : Curry vows more aggressive play after finals struggles -,NBA : Curry vows more aggressive play after finals struggles - Which word(s) correspond to the organization in the sentence? Answer: NBA,organization,17_06_5413.jpg
 Which word(s) correspond to the person in the sentence? ,Taylor Swift,Here ' s Every Dress Taylor Swift Has Ever Worn To The Met Gala,Here ' s Every Dress Taylor Swift Has Ever Worn To The Met Gala Which word(s) correspond to the person in the sentence? Answer: Taylor Swift,person,O_358.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,EDM festivals summer,A beginner guide to EDM summer festivals,A beginner guide to EDM summer festivals Which word(s) correspond to the misceallonous entity in the sentence? Answer: EDM festivals summer,misceallonous entity,17_06_4080.jpg
 Which word(s) correspond to the organization in the sentence? ,MUFC,Exactly 2 years ago # MUFC legend Ryan Giggs made his final ever appearance for the club as player manager .,Exactly 2 years ago # MUFC legend Ryan Giggs made his final ever appearance for the club as player manager . Which word(s) correspond to the organization in the sentence? Answer: MUFC,organization,O_2141.jpg
 Which word(s) correspond to the location in the sentence? ,Tybee,Heading to Tybee for the Beach Bum Parade ? Lots of clouds with showers possible . Temps remain mild .,Heading to Tybee for the Beach Bum Parade ? Lots of clouds with showers possible . Temps remain mild . Which word(s) correspond to the location in the sentence? Answer: Tybee,location,16_05_20_880.jpg
 Which word(s) correspond to the person in the sentence? ,NatAchon,"@ NatAchon ( Guelph , ON ) had 7 pts , 6 rebs , 1 blk in 22 mins in @ IndianaFever ' s 85 - 74 win over ATL . # CanBall","@ NatAchon ( Guelph , ON ) had 7 pts , 6 rebs , 1 blk in 22 mins in @ IndianaFever ' s 85 - 74 win over ATL . # CanBall Which word(s) correspond to the person in the sentence? Answer: NatAchon",person,17_06_3547.jpg
 Which word(s) correspond to the person in the sentence? ,Claire Danes,Claire Danes illuminating ballgown by Zac Posen is just magical . . . 🙌 🏻 ✨,Claire Danes illuminating ballgown by Zac Posen is just magical . . . 🙌 🏻 ✨ Which word(s) correspond to the person in the sentence? Answer: Claire Danes,person,O_2662.jpg
 Which word(s) correspond to the person in the sentence? ,Donald Trump,How Donald Trump Shifted Kids - Cancer Charity Money Into His Business,How Donald Trump Shifted Kids - Cancer Charity Money Into His Business Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_3884.jpg
 Which word(s) correspond to the organization in the sentence? ,MiddleEastEye,"RT MiddleEastEye "" 35 tweets that explain the David Cameron - Suliman Gani saga as it unfolded …","RT MiddleEastEye "" 35 tweets that explain the David Cameron - Suliman Gani saga as it unfolded … Which word(s) correspond to the organization in the sentence? Answer: MiddleEastEye",organization,O_436.jpg
 Which word(s) correspond to the person in the sentence? ,BarunSobti,# BarunSobti to be the Special Guest of To ' ylar Muborak festival in Uzbekistan ; as posted by @ toylarmuborak on Insta,# BarunSobti to be the Special Guest of To ' ylar Muborak festival in Uzbekistan ; as posted by @ toylarmuborak on Insta Which word(s) correspond to the person in the sentence? Answer: BarunSobti,person,16_05_01_208.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Harry Potter,If you ' re having a bad day just remember that every day can be a Harry Potter marathon day ⚡ ️,If you ' re having a bad day just remember that every day can be a Harry Potter marathon day ⚡ ️ Which word(s) correspond to the misceallonous entity in the sentence? Answer: Harry Potter,misceallonous entity,O_421.jpg
 Which word(s) correspond to the location in the sentence? ,TABI,Great concert at TABI right now . Our own Kippah Groovin in concert,Great concert at TABI right now . Our own Kippah Groovin in concert Which word(s) correspond to the location in the sentence? Answer: TABI,location,16_05_22_710.jpg
 Which word(s) correspond to the person in the sentence? ,David Bowie,"David Bowie , 1975 by Steve Schapiro # TheThinWhiteDuke # rock # music # fashion # style # icon","David Bowie , 1975 by Steve Schapiro # TheThinWhiteDuke # rock # music # fashion # style # icon Which word(s) correspond to the person in the sentence? Answer: David Bowie",person,O_3216.jpg
 Which word(s) correspond to the person in the sentence? ,Clark,Clark noticed this at @ Target . The Warriors blew a 3 - 1 lead in the 2016 NBA Finals .,Clark noticed this at @ Target . The Warriors blew a 3 - 1 lead in the 2016 NBA Finals . Which word(s) correspond to the person in the sentence? Answer: Clark,person,17_06_1763.jpg
 Which word(s) correspond to the person in the sentence? ,Emma Stone,RT if you would fuck the shit out of Emma Stone .,RT if you would fuck the shit out of Emma Stone . Which word(s) correspond to the person in the sentence? Answer: Emma Stone,person,O_3377.jpg
