questions,answers,questions_with_answers,entity,image_ids
Twins select Royce Lewis with No . 1 pick in MLB draft ; Hunter Greene to Reds Which word(s) correspond to the organization in the sentence? ,Twins,Twins select Royce Lewis with No . 1 pick in MLB draft ; Hunter Greene to Reds Which word(s) correspond to the organization in the sentence? Answer: Twins,organization,17_06_4642.jpg
"Happy birthday to the 45 th President of the United States and my good friend , @ POTUS Donald Trump ! Which word(s) correspond to the location in the sentence? ",United States,"Happy birthday to the 45 th President of the United States and my good friend , @ POTUS Donald Trump ! Which word(s) correspond to the location in the sentence? Answer: United States",location,O_3682.jpg
[ VIDEO ] What Is Even Going On in Nick Jonas ' s Ridiculous . . . Which word(s) correspond to the person in the sentence? ,Nick Jonas,[ VIDEO ] What Is Even Going On in Nick Jonas ' s Ridiculous . . . Which word(s) correspond to the person in the sentence? Answer: Nick Jonas,person,O_2742.jpg
"Alas , Moritz Böhringer isn ’ t the first NFL player with an umlaut on his jersey Which word(s) correspond to the person in the sentence? ",Moritz Böhringer,"Alas , Moritz Böhringer isn ’ t the first NFL player with an umlaut on his jersey Which word(s) correspond to the person in the sentence? Answer: Moritz Böhringer",person,16_05_12_1188.jpg
"Arizona Coyotes leave 2016 NHL Draft Lottery empty - handed , . . . Which word(s) correspond to the organization in the sentence? ",Arizona Coyotes,"Arizona Coyotes leave 2016 NHL Draft Lottery empty - handed , . . . Which word(s) correspond to the organization in the sentence? Answer: Arizona Coyotes",organization,16_05_14_1025.jpg
Another photo of Justin Bieber spotted out yesterday . ( June 6 ) Which word(s) correspond to the person in the sentence? ,Justin Bieber,Another photo of Justin Bieber spotted out yesterday . ( June 6 ) Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,person,O_3936.jpg
why Bill Clinton look like he got the suds Which word(s) correspond to the person in the sentence? ,Bill Clinton,why Bill Clinton look like he got the suds Which word(s) correspond to the person in the sentence? Answer: Bill Clinton,person,O_4744.jpg
Premier League finances – study reveals Liverpool have made almost £ 1 billion in prize money Which word(s) correspond to the organization in the sentence? ,Premier League,Premier League finances – study reveals Liverpool have made almost £ 1 billion in prize money Which word(s) correspond to the organization in the sentence? Answer: Premier League,organization,16_05_25_566.jpg
Remember these The Reds last 10 Premier League openers ( Which word(s) correspond to the organization in the sentence? ,Premier League,Remember these The Reds last 10 Premier League openers ( Which word(s) correspond to the organization in the sentence? Answer: Premier League,organization,17_06_10530.jpg
Ryan Reynolds and the # Deadpool team really reunited for that erectile dysfunction ad spoof Which word(s) correspond to the person in the sentence? ,Ryan Reynolds,Ryan Reynolds and the # Deadpool team really reunited for that erectile dysfunction ad spoof Which word(s) correspond to the person in the sentence? Answer: Ryan Reynolds,person,O_58.jpg
HAPPY BIRTHDAY @ ErinBaldosser 🎉 🎉 I hope your day is as amazing as you are 😊 I loveee youuuu ❤ Which word(s) correspond to the person in the sentence? ,ErinBaldosser,HAPPY BIRTHDAY @ ErinBaldosser 🎉 🎉 I hope your day is as amazing as you are 😊 I loveee youuuu ❤ Which word(s) correspond to the person in the sentence? Answer: ErinBaldosser,person,17_06_11043.jpg
Simon Cowell only remaining The X Factor judge from last year ' s line - up after Rita Ora quits Which word(s) correspond to the person in the sentence? ,Simon Cowell,Simon Cowell only remaining The X Factor judge from last year ' s line - up after Rita Ora quits Which word(s) correspond to the person in the sentence? Answer: Simon Cowell,person,O_5019.jpg
Steve Bruce : Promotion to the Premier League will inspire my Hull players - … Which word(s) correspond to the person in the sentence? ,Steve Bruce,Steve Bruce : Promotion to the Premier League will inspire my Hull players - … Which word(s) correspond to the person in the sentence? Answer: Steve Bruce,person,16_05_27_195.jpg
Russia ’ s Machines Are Well - Suited for Arctic Conflict Which word(s) correspond to the location in the sentence? ,Russia,Russia ’ s Machines Are Well - Suited for Arctic Conflict Which word(s) correspond to the location in the sentence? Answer: Russia,location,17_06_12605.jpg
Bipartisan Senate deal would take Russia sanctions out of Donald Trump ’ s hands Which word(s) correspond to the location in the sentence? ,Russia,Bipartisan Senate deal would take Russia sanctions out of Donald Trump ’ s hands Which word(s) correspond to the location in the sentence? Answer: Russia,location,O_2702.jpg
Nick Van Exel receiving interest for NBA coaching positions # Pacers Which word(s) correspond to the person in the sentence? ,Nick Exel Van,Nick Van Exel receiving interest for NBA coaching positions # Pacers Which word(s) correspond to the person in the sentence? Answer: Nick Exel Van,person,16_05_24_983.jpg
Fans Turn On Lauryn Hill After Showing Up To A Concert Two Hours Late Which word(s) correspond to the person in the sentence? ,Lauryn Hill,Fans Turn On Lauryn Hill After Showing Up To A Concert Two Hours Late Which word(s) correspond to the person in the sentence? Answer: Lauryn Hill,person,16_05_07_642.jpg
"If you ' re having a bad day , here ' s a German Shepherd hanging out with a baby Otter Which word(s) correspond to the misceallonous entity in the sentence? ",German,"If you ' re having a bad day , here ' s a German Shepherd hanging out with a baby Otter Which word(s) correspond to the misceallonous entity in the sentence? Answer: German",misceallonous entity,O_504.jpg
Photo of the week ! Cale Hooker when Essendon football club offered him $ 750.000 a year for 5 years . . . . . 😀 👍 💪 🏉 🏆 Which word(s) correspond to the person in the sentence? ,Cale Hooker,Photo of the week ! Cale Hooker when Essendon football club offered him $ 750.000 a year for 5 years . . . . . 😀 👍 💪 🏉 🏆 Which word(s) correspond to the person in the sentence? Answer: Cale Hooker,person,16_05_01_246.jpg
Nice one to anyone who watched us at evil eye ! Currently eating some boss burritos . # smithdownfestival Which word(s) correspond to the misceallonous entity in the sentence? ,smithdownfestival,Nice one to anyone who watched us at evil eye ! Currently eating some boss burritos . # smithdownfestival Which word(s) correspond to the misceallonous entity in the sentence? Answer: smithdownfestival,misceallonous entity,16_05_02_972.jpg
"Barely after the release of Born This Way , Rolling Stone crowned Lady Gaga the "" Queen of Pop "" . Which word(s) correspond to the misceallonous entity in the sentence? ",Born Way This,"Barely after the release of Born This Way , Rolling Stone crowned Lady Gaga the "" Queen of Pop "" . Which word(s) correspond to the misceallonous entity in the sentence? Answer: Born Way This",misceallonous entity,O_3584.jpg
Sergio Ramos almost got DECAPITATED during Real Madrid ' s victory parade # RMCF # uclfinal Which word(s) correspond to the person in the sentence? ,Sergio Ramos,Sergio Ramos almost got DECAPITATED during Real Madrid ' s victory parade # RMCF # uclfinal Which word(s) correspond to the person in the sentence? Answer: Sergio Ramos,person,O_475.jpg
Chris Rock spotted with his Nigerian girlfriend during the NBA finals Which word(s) correspond to the person in the sentence? ,Chris Rock,Chris Rock spotted with his Nigerian girlfriend during the NBA finals Which word(s) correspond to the person in the sentence? Answer: Chris Rock,person,17_06_10192.jpg
Finishing with Bury Training Concert Band . Good job guys ! # burymusicfestival @ GMMusicHub Which word(s) correspond to the person in the sentence? ,Bury Band Concert Training,Finishing with Bury Training Concert Band . Good job guys ! # burymusicfestival @ GMMusicHub Which word(s) correspond to the person in the sentence? Answer: Bury Band Concert Training,person,17_06_291.jpg
"Jennifer Lawrence appears at the MTV Snapchat with the title "" Celebs working the lingerie trend "" Which word(s) correspond to the person in the sentence? ",Jennifer Lawrence,"Jennifer Lawrence appears at the MTV Snapchat with the title "" Celebs working the lingerie trend "" Which word(s) correspond to the person in the sentence? Answer: Jennifer Lawrence",person,O_578.jpg
Vallejo High baseball team shut out by Vanden Which word(s) correspond to the organization in the sentence? ,Vallejo High,Vallejo High baseball team shut out by Vanden Which word(s) correspond to the organization in the sentence? Answer: Vallejo High,organization,16_05_06_24.jpg
@ BFFfestival closing ceremony happening now ! # bff Which word(s) correspond to the misceallonous entity in the sentence? ,BFFfestival,@ BFFfestival closing ceremony happening now ! # bff Which word(s) correspond to the misceallonous entity in the sentence? Answer: BFFfestival,misceallonous entity,16_05_07_125.jpg
"Hillary Clinton : "" I don ' t think we can take a risk on a loose cannon like Donald Trump "" Which word(s) correspond to the person in the sentence? ",Hillary Clinton,"Hillary Clinton : "" I don ' t think we can take a risk on a loose cannon like Donald Trump "" Which word(s) correspond to the person in the sentence? Answer: Hillary Clinton",person,O_2646.jpg
Jennifer Lopez is 47 and is still winning 🔥 Which word(s) correspond to the person in the sentence? ,Jennifer Lopez,Jennifer Lopez is 47 and is still winning 🔥 Which word(s) correspond to the person in the sentence? Answer: Jennifer Lopez,person,O_4832.jpg
Paris Fashion Week Spring 2018 : Go Backstage at the Biggest Men ' s Show - Paris Fashion We . . . Which word(s) correspond to the location in the sentence? ,Paris,Paris Fashion Week Spring 2018 : Go Backstage at the Biggest Men ' s Show - Paris Fashion We . . . Which word(s) correspond to the location in the sentence? Answer: Paris,location,O_2072.jpg
A music festival for the ages is happening in the California desert next fall : Which word(s) correspond to the location in the sentence? ,California,A music festival for the ages is happening in the California desert next fall : Which word(s) correspond to the location in the sentence? Answer: California,location,16_05_05_76.jpg
Rihanna and her butt perform at her ANTI concert ( photos ) Which word(s) correspond to the person in the sentence? ,Rihanna,Rihanna and her butt perform at her ANTI concert ( photos ) Which word(s) correspond to the person in the sentence? Answer: Rihanna,person,16_05_06_960.jpg
Great to see so many at today ' s bipartisan # CongressionalBaseballGame ! Which word(s) correspond to the misceallonous entity in the sentence? ,CongressionalBaseballGame,Great to see so many at today ' s bipartisan # CongressionalBaseballGame ! Which word(s) correspond to the misceallonous entity in the sentence? Answer: CongressionalBaseballGame,misceallonous entity,17_06_3037.jpg
Can ' t wait for his defeat ! ~ ~ Poll : Kelli Ward Ties Sen . John McCain in Arizona - Which word(s) correspond to the person in the sentence? ,Kelli Ward,Can ' t wait for his defeat ! ~ ~ Poll : Kelli Ward Ties Sen . John McCain in Arizona - Which word(s) correspond to the person in the sentence? Answer: Kelli Ward,person,O_3902.jpg
Trey Songz reppin my school the concert was amazing HIS SMILE WAS TO DIE FOR Which word(s) correspond to the person in the sentence? ,Trey Songz,Trey Songz reppin my school the concert was amazing HIS SMILE WAS TO DIE FOR Which word(s) correspond to the person in the sentence? Answer: Trey Songz,person,16_05_06_909.jpg
