questions,answers,sentences,questions_with_answers,entity,image_ids
 Which word(s) correspond to the person in the sentence? ,"['Edgar Davids', 'premierleague']",Edgar Davids . what do you remember about him ? # football # legend # goals # premierleague # lal …,Edgar Davids . what do you remember about him ? # football # legend # goals # premierleague # lal … Which word(s) correspond to the person in the sentence? Answer: Edgar Davids,"['person', 'organization']",16_05_27_502.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,"['Cannes', 'Donald Trump', 'Amy', 'Asif Kapadia']","Cannes : "" Boycott Donald Trump , "" Says ' Amy ' Director Asif Kapadia # movies","Cannes : "" Boycott Donald Trump , "" Says ' Amy ' Director Asif Kapadia # movies Which word(s) correspond to the misceallonous in the sentence? Answer: Cannes","['misceallonous', 'person', 'misceallonous', 'person']",O_2698.jpg
 Which word(s) correspond to the organization in the sentence? ,"['GOP', 'Donald Trump']","Immigrant Advocates Deliver Taco Bowls To GOP Lawmakers Who Support Donald Trump : "" He ' s so …","Immigrant Advocates Deliver Taco Bowls To GOP Lawmakers Who Support Donald Trump : "" He ' s so … Which word(s) correspond to the organization in the sentence? Answer: GOP","['organization', 'person']",O_3207.jpg
 Which word(s) correspond to the person in the sentence? ,['JasonFerrisDrum'],Going through some of my songs for this summer ' s festivals and events with @ JasonFerrisDrum ! 💕 # youready ?,Going through some of my songs for this summer ' s festivals and events with @ JasonFerrisDrum ! 💕 # youready ? Which word(s) correspond to the person in the sentence? Answer: JasonFerrisDrum,['person'],16_05_02_208.jpg
 Which word(s) correspond to the person in the sentence? ,"['CristianoRonaldo', 'ManUtd']",@ CristianoRonaldo set for a @ ManUtd return next season # # SSFootball,@ CristianoRonaldo set for a @ ManUtd return next season # # SSFootball Which word(s) correspond to the person in the sentence? Answer: CristianoRonaldo,"['person', 'organization']",17_06_15652.jpg
 Which word(s) correspond to the person in the sentence? ,"['Blake Lively', 'MetGala']",Best Dressed : Blake Lively looking FLAWLESS at the # MetGala 🔥 🔥 🔥,Best Dressed : Blake Lively looking FLAWLESS at the # MetGala 🔥 🔥 🔥 Which word(s) correspond to the person in the sentence? Answer: Blake Lively,"['person', 'misceallonous']",O_3406.jpg
 Which word(s) correspond to the organization in the sentence? ,['NBA'],I ' m done with NBA refs man every time I see a update about how they missed a call . I ' m like where ya ass was at ?,I ' m done with NBA refs man every time I see a update about how they missed a call . I ' m like where ya ass was at ? Which word(s) correspond to the organization in the sentence? Answer: NBA,['organization'],16_05_03_833.jpg
 Which word(s) correspond to the person in the sentence? ,"['Newt Gingrich', 'Donald Trump', 'Hillary Clinton']","JUST IN : Newt Gingrich says Donald Trump is more "" pro - woman "" than Hillary Clinton","JUST IN : Newt Gingrich says Donald Trump is more "" pro - woman "" than Hillary Clinton Which word(s) correspond to the person in the sentence? Answer: Newt Gingrich","['person', 'person', 'person']",O_3556.jpg
 Which word(s) correspond to the person in the sentence? ,"['Robert De Niro', 'Al Pacino', 'Joe Pesci', 'The Irishman']",Scorsese | Robert De Niro | Al Pacino | Joe Pesci — ' The Irishman ' May Finally Be Happening,Scorsese | Robert De Niro | Al Pacino | Joe Pesci — ' The Irishman ' May Finally Be Happening Which word(s) correspond to the person in the sentence? Answer: Robert De Niro,"['person', 'person', 'person', 'misceallonous']",O_2359.jpg
 Which word(s) correspond to the person in the sentence? ,"['Cliff Richard', 'Faroe Islands']",. @ CliveStanden Cliff Richard plans concert in Faroe Islands where they hold the Grindadrap,. @ CliveStanden Cliff Richard plans concert in Faroe Islands where they hold the Grindadrap Which word(s) correspond to the person in the sentence? Answer: Cliff Richard,"['person', 'location']",16_05_01_692.jpg
 Which word(s) correspond to the person in the sentence? ,['HARRY STYLES'],HELP ME SEE HARRY STYLES PLEASE RETWEET THIS :-( ( ( # HarryStylesMNL # HarryStylesLiveonTour,HELP ME SEE HARRY STYLES PLEASE RETWEET THIS :-( ( ( # HarryStylesMNL # HarryStylesLiveonTour Which word(s) correspond to the person in the sentence? Answer: HARRY STYLES,['person'],O_535.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],"if a model looks bad in these , think how bad a fat football fan will","if a model looks bad in these , think how bad a fat football fan will Which word(s) correspond to the none in the sentence? Answer: none",['none'],17_01_9004.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Man Utd', 'Liverpool', 'Premier League', 'Ryan Giggs']",Man Utd can learn from Liverpool last year to win Premier League - Ryan Giggs -,Man Utd can learn from Liverpool last year to win Premier League - Ryan Giggs - Which word(s) correspond to the organization in the sentence? Answer: Man Utd,"['organization', 'organization', 'organization', 'person']",17_06_11036.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,"['HawaiianHitfest', 'Arsenal Baseball Club']",@ HawaiianHitfest The Arsenal Baseball Club getting ready for The Hitfest,@ HawaiianHitfest The Arsenal Baseball Club getting ready for The Hitfest Which word(s) correspond to the misceallonous in the sentence? Answer: HawaiianHitfest,"['misceallonous', 'organization']",16_05_20_662.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Friday night soccer to benefit peer programs in Newtown,Friday night soccer to benefit peer programs in Newtown Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_03_1226.jpg
 Which word(s) correspond to the organization in the sentence? ,['DallasStars'],"@ DallasStars : There ' s the horn . We ' re tied , 3 - 3, after 60 . TO OT WE GO ! # GoStars # DALvsSTL # NHL17Benn","@ DallasStars : There ' s the horn . We ' re tied , 3 - 3, after 60 . TO OT WE GO ! # GoStars # DALvsSTL # NHL17Benn Which word(s) correspond to the organization in the sentence? Answer: DallasStars",['organization'],16_05_01_147.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],"Personalized tooth fairy pillow , baseball theme , available tooth …","Personalized tooth fairy pillow , baseball theme , available tooth … Which word(s) correspond to the none in the sentence? Answer: none",['none'],16_05_19_671.jpg
 Which word(s) correspond to the person in the sentence? ,['seanflanery'],This is what happens when I talk to myself I come up with weirdly amazing things . @ seanflanery as a background photo,This is what happens when I talk to myself I come up with weirdly amazing things . @ seanflanery as a background photo Which word(s) correspond to the person in the sentence? Answer: seanflanery,['person'],16_05_21_67.jpg
 Which word(s) correspond to the location in the sentence? ,['Manchester'],# Mashable Police and kids dancing at Manchester concert becomes a symbol of defiance,# Mashable Police and kids dancing at Manchester concert becomes a symbol of defiance Which word(s) correspond to the location in the sentence? Answer: Manchester,['location'],17_06_7049.jpg
 Which word(s) correspond to the person in the sentence? ,['Justin Bieber'],More looks from of Justin Bieber merchandise online and in stores now !,More looks from of Justin Bieber merchandise online and in stores now ! Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,['person'],O_909.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Can ' t wait for football season ❤ ️ 🏈 🔶 🔷,Can ' t wait for football season ❤ ️ 🏈 🔶 🔷 Which word(s) correspond to the none in the sentence? Answer: none,['none'],17_06_7377.jpg
 Which word(s) correspond to the person in the sentence? ,"['Lmfao', 'patyyyy']",Lmfao today was a good soccer day ; sorry paty ! @ patyyyy,Lmfao today was a good soccer day ; sorry paty ! @ patyyyy Which word(s) correspond to the person in the sentence? Answer: Lmfao,"['person', 'person']",16_05_26_227.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Bulldogs', 'Hamptons', 'hamptons']",First day of Bulldogs summer camp in the Hamptons ! Baseball # hamptons # hamptonslife # SummerCamp # youthsports,First day of Bulldogs summer camp in the Hamptons ! Baseball # hamptons # hamptonslife # SummerCamp # youthsports Which word(s) correspond to the organization in the sentence? Answer: Bulldogs,"['organization', 'location', 'location']",17_06_2428.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,['SHINee World'],When will I ever get to watch SHINee World Concert,When will I ever get to watch SHINee World Concert Which word(s) correspond to the misceallonous in the sentence? Answer: SHINee World,['misceallonous'],17_06_9254.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],This is why moms don ' t go to concerts . # hotmess,This is why moms don ' t go to concerts . # hotmess Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_19_993.jpg
 Which word(s) correspond to the person in the sentence? ,"['Hillary - Clinton', 'Donald Trump']",A new batch of anti - Hillary - Clinton buttons popped up outside Donald Trump ' s rally tonight :,A new batch of anti - Hillary - Clinton buttons popped up outside Donald Trump ' s rally tonight : Which word(s) correspond to the person in the sentence? Answer: Hillary - Clinton,"['person', 'person']",O_2195.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Absolutely smashed it - awesome # cheltenhamchildrensfestival,Absolutely smashed it - awesome # cheltenhamchildrensfestival Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_28_897.jpg
 Which word(s) correspond to the person in the sentence? ,"['James Brown', 'Johnny Carson']","James Brown teaching Johnny Carson how to dance , 1967 .","James Brown teaching Johnny Carson how to dance , 1967 . Which word(s) correspond to the person in the sentence? Answer: James Brown","['person', 'person']",O_2766.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],Today ' s the final day of the Festival ! Come on out and ride ' til your heart ' s content for just $ 20 . Open 9 am - 8 pm !,Today ' s the final day of the Festival ! Come on out and ride ' til your heart ' s content for just $ 20 . Open 9 am - 8 pm ! Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_22_967.jpg
 Which word(s) correspond to the person in the sentence? ,"['d_rob4', 'CalFootball']",Proud to work for @ d_rob4 today ! Such a sweet and polite kid . Best of luck at @ CalFootball !,Proud to work for @ d_rob4 today ! Such a sweet and polite kid . Best of luck at @ CalFootball ! Which word(s) correspond to the person in the sentence? Answer: d_rob4,"['person', 'organization']",16_05_01_66.jpg
 Which word(s) correspond to the person in the sentence? ,"['Iniesta', 'Real Madrid', 'La Liga']",Jealous Iniesta says Real Madrid will be disappointed not to have won La Liga,Jealous Iniesta says Real Madrid will be disappointed not to have won La Liga Which word(s) correspond to the person in the sentence? Answer: Iniesta,"['person', 'organization', 'organization']",16_05_31_836.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,['Toronto Film Festival'],Today is the final day of the Toronto Film Festival Showcasing @ ReelAbilitiesTO !,Today is the final day of the Toronto Film Festival Showcasing @ ReelAbilitiesTO ! Which word(s) correspond to the misceallonous in the sentence? Answer: Toronto Film Festival,['misceallonous'],16_05_19_634.jpg
